PUBLICATION_REVIEW_PAPER,PUBLICATION_FLAGSHIP_JOURNALS,PUBLICATION_Q1_Q2,PUBLICATION_WOS_INDEXED_JOURNAL,PUBLICATION_SCOPUS_INDEX_JOURNAL,PUBLICATION_INDEXED_PROCEEDING,PUBLICATION_PROCEEDING,PUBLICATION_RESEARCHBOOK,PUBLICATION_TEXTBOOK,PUBLICATION_EDITEDBOOK,PUBLICATION_RESEARCHBOOK_CHAPTER,PUBLICATION_OTHERARTICLE_TECHNICALPAPER,PUBLICATION_POLICYPAPER,ALUMNI_NATIONAL,ALUMNI_AFRICA,ALUMNI_ASIA,ALUMNI_CENTRAL_AMERICA_AND_CARIBBEAN,ALUMNI_EUROPEAN_UNION,ALUMNI_NORTH_AMERICA,ALUMNI_REST_OF_EUROPE,ALUMNI_SOUTH_AMERICA,ALUMNI_LAIN_LAIN,KEYNOTE_SPEAKER_PLENARY,KEYNOTE_SPEAKER_INVITED,PARTNERSHIP_AFRICA,PARTNERSHIP_ASIA,PARTNERSHIP_EUROPEAN_UNION,PARTNERSHIP_NORTH_AMERICA,PARTNERSHIP_OCEANIA,PARTNERSHIP_REST_OF_EUROPE,PARTNERSHIP_COUNTRY_N_A,PARTNERSHIP_NATIONAL,PROJECT_AREAS_BIOMEDICAL_AND_HEALTHCARE_ENGINEERING,PROJECT_AREAS_ENERGY_SECURITY,PROJECT_AREAS_ENERGY_SUSTAINABILITY,PROJECT_AREAS_NATURAL_PRODUCTS_BIOREFINERY_AND_BIOTECHNOLOGY,PROJECT_AREAS_NEXT_GENERATION_SYSTEMS_AND_NETWORKS,PROJECT_AREAS_SMART_LIVING_AND_SUSTAINABLE_CITIES,PROJECT_AREAS_SMART_MANUFACTURING_AND_MATERIALS,PROJECT_AREAS_SMART_MOBILITY,PROJECT_AREAS_SMART_SOCIETY,PROJECT_AREAS_SMART_TRANSPORTATION,PROJECT_AREAS_SUSTAINABLE_AND_RESILIENT_URBANISATION,PROJECT_AREAS_WATER_SECURITY,SCHOLARSHIP_PHD,SCHOLARSHIP_MASTER,CONFERENCE_INTERNATIONAL,CONFERENCE_NATIONAL_INCLUDE_UNIVERSITY_LEVEL,CONFERENCE_SUMMER_SCHOOL,PAPER_INCENTIVE_NO_OF_PAPER_STAFF,SCORE_OVERALL_RANK,OVERALL,SENTIMENT_NEGATIVE,SENTIMENT_NEUTRAL,SENTIMENT_POSITIVE,PROMINENT_H_INDEX___50,PROMINENT_H_INDEX_30_50,CITATION__100,CITATION_100_500,CITATION_500_1000,CITATION__1000_3000,CITATION_3000_5000,CITATION_5000_10000,CONSULTATION_CONFERENCE_SEMINAR,CONSULTATION_CONSULTANCY,CONSULTATION_TRAINING_SHORTCOURSES,MENTION_NEGATIVE,MENTION_NEUTRAL,MENTION_POSITIVE,SCORE_AR
293.63780138839275,255.82738631123758,1207.8633364857535,1847.9079368841442,693.3612093942655,778.563337487854,201.5050808020919,37.2554050686543,4.075970370363068,18.86667539272239,305.61114502848665,1797.4079926297106,7.628847836096804,6953.866712015788,270.3936244953736,844.8947668092965,1.0159393071699174,1.0063896203592324,4.079408947326815,4.10770520659017,0.9936052611978192,8.174212541577326,62.498445563460216,224.74257475532264,0.9937262336238338,16.588959241736248,2.554720933144741,0.9945299876502308,1.030145577933968,2.093191722477461,153.05180831533545,51.499688211574416,38.799976044916484,17.337987992081935,57.147374584557895,62.229979707256874,55.09091427961976,22.460677893933433,82.64906833532376,7.124570810873162,72.43232587981865,7.1169417105363495,136.735173854065,49.973880169348035,123.48116240455003,38.798372641933376,24.734980010476193,44.891161748175904,6.1330549234809615,4.048413016097656,184.6964851860266,49.48641729949235,1.0790786133945784,2.0414025389991095,3.0636105368986595,10.201443752889483,45.91995415333598,654.0744710139368,317.34059121923497,41.84057355657703,19.33385126345763,4.071100726559989,3.0464102293757,17.59291076861519,14.781132457382162,9.943884614571765,0.9995685192817274,2.016704814258722,3.0663266544683676,40.62152882551586
299.96750023816685,261.3298784861905,1233.9135801491695,1887.6744097890496,708.278524702345,795.3324044528686,205.84994058276047,38.023271157631626,4.169898969791295,19.267351767614038,312.1853052629448,1836.0769543175072,7.802296712158618,7103.54458962134,276.2029256427118,863.0954199334499,1.0103082595744644,1.0443891555721436,4.145765518015196,4.18622494096332,1.020746086929682,8.341474884648907,63.86105437414539,229.544813847554,0.9884685684924726,16.957255502956247,2.6026810640321862,1.0105039262133244,1.0532390852491944,2.1192112218398806,156.3508160792487,52.60004454439533,39.60968561327269,17.69800640421941,58.36189528997919,63.555495201968235,56.27763635307236,22.93477742550017,84.40437400093158,7.320087034366386,74.00220414405692,7.2849655882827395,139.69194669383702,51.05130923354245,126.11587671442959,39.611390247683374,25.26996841911504,45.86132478258974,6.233397533909825,4.142804563791615,188.676743183122,50.574779810891364,1.089334906340776,2.087375586631922,3.1499018214000105,10.401581002425646,46.91510640867297,668.150590512583,324.11388075090497,42.76726130961359,19.778375840293673,4.162826377434707,3.1402747366448422,18.00741160481397,15.119835640947157,10.130800335091834,1.0567303729955306,2.071529939733403,3.1631008945187755,41.28333014324296
307.3337256981182,267.76275589589494,1264.1930697724492,1934.0234292547468,725.6767369714802,814.8604487510623,210.9189832285549,38.95129737929539,4.272042201447667,19.751741073590992,319.84926889302164,1881.1589600160382,7.9783845363783295,7277.890501245243,283.0184119603452,884.2530716085512,1.0043227277635036,1.0758137200529694,4.228770639511987,4.325431355950817,1.0411683528167235,8.546548423974892,65.43688432666417,235.15740516551085,1.0348756658904499,17.390053971331245,2.7044600765745277,1.0259239712342119,1.0929875490954981,2.1989287969466647,160.1765053997474,53.93697611262584,40.52904893865214,18.12047989279474,59.78443327349488,65.08952272385532,57.66722378493129,23.56711068335587,86.4460167642495,7.482826723876871,75.81655864859357,7.445651304334604,143.10796617322293,52.29441386642523,129.19918479079413,40.555848722042924,25.896303177306912,46.974460247012075,6.380693719820941,4.246105096080726,193.306158459203,51.80796596545147,1.1240498011545752,2.152264794329249,3.235979139169838,10.645113207733358,48.107902952737945,684.5463505296424,332.11637886242477,43.800913377098794,20.26572642236649,4.235245903330901,3.213129473886261,18.47331959291313,15.449303384773646,10.391817250494729,1.0788486004643854,2.1220280193050303,3.2509652478423066,42.045152256325444
313.0434282635788,272.73740244001675,1287.754331049919,1970.0347174939927,739.1912836156522,830.048323652954,214.8462922677948,39.68519932877366,4.360163118076054,20.11674027258862,325.8297899830198,1916.2154801683414,8.156947573361952,7413.500878811466,288.2773403992864,900.7517871795217,1.0178001397058134,1.0778635169069393,4.325546268907792,4.421445492863124,1.0827704429256257,8.657508920912791,66.65554866186169,239.56184520908616,1.073803612605861,17.759990263133393,2.7644717480369527,1.0053686704749822,1.1113403780329705,2.240773921227148,163.1419695471471,54.958092285036884,41.3099316241583,18.446142246909506,60.88014476324988,66.33420146485736,58.69430695012518,23.997219266415513,88.04463531220784,7.598578059000198,77.25668398130217,7.59319147954664,145.7995353018039,53.27494321221888,131.64746817493935,41.28221402036385,26.390069477752245,47.880981364394934,6.495533539829776,4.333305447269136,196.91917883156887,52.813455947504806,1.1249326393618713,2.202141552224225,3.257804011874885,10.8668155006768,49.00387751085445,697.2829979835383,338.3596763352054,44.60469611319506,20.651499393487978,4.306205578386676,3.252539053527021,18.8287320762985,15.763337046827305,10.608286611161038,1.1224424971990843,2.17043317680336,3.283499571169678,42.60311171407982
318.5924221547183,277.5281686717277,1310.5452726686021,2004.9273103316048,752.2959756430321,844.7545722644572,218.63982420716556,40.407146277469174,4.398956330784562,20.47144589881134,331.6006114425902,1950.203978336684,8.298351627366106,7544.851277809028,293.40423656131003,916.7210453490169,1.020998195415168,1.1019487902859864,4.389573794137766,4.522294065682874,1.0708586948583385,8.794647469066849,67.81446501568374,243.77835164061335,1.0741801941315459,18.086670655671554,2.8206639769303377,1.0461829118449386,1.1550721153866468,2.290083635399989,166.05044569374337,55.90986152307206,42.08313802468896,18.769580325781142,61.95481052410093,67.46715237749676,59.75019306872389,24.40978925202825,89.6154531907767,7.778656147350193,78.62380629592055,7.725518162833595,148.38736302543003,54.20333493173082,133.9296009109032,42.00967237934999,26.806281581879784,48.769660789948716,6.57111118396439,4.4074345044403636,200.4489212084105,53.7478285225079,1.1294554100359169,2.22623533949918,3.292627880687326,11.06843744026183,49.879921711296845,709.6012016158908,344.3362132738574,45.36874834133028,20.995336654196507,4.3852145059026055,3.312604170620533,19.18991841191052,16.039718789118403,10.77795165181901,1.1678428949828827,2.2434732153627124,3.363595867162986,43.16189433670081
325.47526626034704,283.500026509546,1338.806170153508,2048.09415098094,768.5267516297972,862.9553287858274,223.33824838593486,41.283066286485905,4.4755536842423655,20.926812934546376,338.74709174722,1992.2028480524546,8.437466921484605,7707.456591876606,299.7332139589266,936.4740657335107,1.0346654457318243,1.1240837795422407,4.473844693142251,4.618122858462074,1.0764689034657975,9.001615023495082,69.23370906366597,249.0159552735825,1.0854529997818283,18.478303163774747,2.8972865503380625,1.0415425552767088,1.1716004518896102,2.3448170546813527,169.63169401637214,57.111879466040165,43.008536121144914,19.16066012397378,63.28441366533249,68.91630299166307,61.05462469378889,24.91910131673953,91.54997446848543,7.9228529139695905,80.30830244047084,7.877618961036069,151.58145604427614,55.37259009163341,136.8093567939771,42.905658168072804,27.40463519160413,49.813061713215504,6.717232152250795,4.510283690973165,204.7578588944386,54.91316187544242,1.1953455679062917,2.284338719667503,3.3507548425193407,11.287127902704672,50.93799881592525,724.8974662488356,351.80071878296206,46.36612267114639,21.48237227058776,4.4834319145590795,3.401848097850896,19.61675506250526,16.348993410105926,11.036876914032922,1.197282998960773,2.276908567337894,3.459905617666236,43.79807657197808
333.3184108663359,290.3052774400733,1371.0597730690363,2097.459485932135,787.0592102111715,883.7402823824582,228.71261119159962,42.27490945234532,4.582077648363203,21.433870114263406,346.88383600829366,2040.2160465283907,8.639447877368182,7893.19887325201,306.93635246768247,959.0084854242501,1.047905685006648,1.1357911120582602,4.568809367942719,4.726835875868617,1.1075426486886344,9.218283250307218,70.89525017764524,254.9798719865861,1.0903255659471753,18.93188300100909,2.9511809435463947,1.0694837181316748,1.1980434172016967,2.403024190110422,173.7129538639573,58.46358939679329,44.05654509745786,19.654713922095468,64.81131908241507,70.56098902944152,62.53716236353402,25.53364661011231,93.75148548881711,8.151792391951647,82.27069031508317,8.047234356382052,155.21791113442546,56.72336754968488,140.0928572408238,43.958597868819865,28.075844420893993,51.03400163251038,6.859136558227583,4.5891289948576555,209.68671605915603,56.22914707251344,1.2211040379347333,2.348425213766881,3.4613983650274234,11.579234993665533,52.1909680377465,742.350310487071,360.27471653319634,47.49980058197669,22.045059605930174,4.62192293830947,3.4430394637178323,20.100849342067033,16.74769053091098,11.297137154442959,1.2304408103372573,2.3595457050593556,3.5625944597593073,44.540705411456884
340.14713022948547,296.2348898545872,1399.104784800876,2140.375444517445,803.1490957752162,901.7846673332538,233.3635237117071,43.115289001694634,4.6658583071395805,21.852400673899723,353.98713167878844,2081.945723337508,8.834137646729822,8054.620981595999,313.1992445022621,978.6057989062996,1.0924427698234087,1.1680269188715426,4.631934024473521,4.826244876688507,1.142714981570317,9.415212291339717,72.36556666433785,260.24737187181006,1.1334986647138057,19.341718513128576,3.049390565338006,1.0914871559501722,1.186180779565612,2.417376433241833,177.27815590194945,59.680277301145736,44.911101279294485,20.058153785761547,66.12791857224695,72.00665019568572,63.8147963873821,26.075160765872916,95.6617254804382,8.297050363255433,83.92840907416425,8.223779090878434,158.3548875489107,57.88523847857399,142.97332290570614,44.86171541639068,28.687359355642055,52.049401508247946,7.006206294610796,4.6496997625520375,213.96887556902925,57.36016854408275,1.2592981377954837,2.3612194599537126,3.531287842985606,11.845844889989298,53.26668635566731,757.5531450632218,367.6713756970094,48.48993755090152,22.503557941437677,4.7484358482594775,3.575748762174242,20.54926634814412,17.05278752156807,11.533182624662427,1.2227949846177184,2.4037119845915553,3.6261444613624407,45.161487779391585
347.15266108339046,302.2909249577671,1427.8051531055578,2184.2871756002173,819.6153748694534,920.2755459089177,238.1623237932791,43.99620585050563,4.731057849411188,22.307870015785216,361.2621481283877,2124.657278653602,9.056379079497054,8219.801539949407,319.6147460195672,998.6989694878298,1.1559758030892568,1.1684049525641966,4.7291025152454855,4.915685868834679,1.1397229836713132,9.611576120795824,73.85904057015618,265.5589255013365,1.192603537511124,19.76500725026406,3.141487489723077,1.123186062968235,1.1822015137748483,2.4794246394477604,180.9257733374071,60.92051848883078,45.84084765793917,20.466388530614523,67.49399207149021,73.4516901463157,65.10286871053779,26.590084558398495,97.60913860286222,8.513800296280232,85.66942345696592,8.390195554739622,161.63571414650394,59.06349502985165,145.91811628338382,45.75652409453291,29.26002950870361,53.11490855069582,7.135168671292045,4.727928702805738,218.3520620103177,58.51383274744405,1.3125448116285685,2.4029422307430357,3.554633424370146,12.110150253282843,54.323954664141645,773.0644134051335,375.2233872965748,49.448682520147806,22.954223698039947,4.8034059117578085,3.661808322250166,20.963134509096136,17.373382066294717,11.783630802644291,1.2572744297166567,2.435836350017198,3.7271746125576013,45.74850277923119
354.12745777014607,308.4044737261548,1456.5434396037128,2228.2161881482707,836.0947778763348,938.7627309130376,242.98423112297039,44.84572140156546,4.8172255125442325,22.76436719037021,368.54812218231325,2167.3687368377086,9.251743867946896,8385.20042469803,326.064722977806,1018.7819008574158,1.1886011869581845,1.1389859111372798,4.828012256100167,5.012122337674433,1.1720658766428678,9.82027522216363,75.35059074045246,270.92296102834473,1.2281877624116075,20.182878759988505,3.2206883874136474,1.1322881716840905,1.2006086563670124,2.4998586361043635,184.56741958588287,62.12534581764519,46.71369993177949,20.891779979251105,68.87337744774943,74.9408029169876,66.4147145839069,27.10428144179973,99.56404622413237,8.70504398921254,87.4071747686101,8.56658462205959,164.88349195522855,60.25277659099313,148.84461723060986,46.7120865457739,29.817999471087877,54.1557214924547,7.273050851651821,4.794946857535805,222.74864234228545,59.70442084264209,1.3574626528925824,2.4579452240828603,3.6142766121281498,12.351084020354259,55.42819256847632,788.6307982090173,382.78750302678185,50.428503394515005,23.431770364961785,4.876626240863941,3.7353469988420516,21.38794675690411,17.731147781445344,12.010498842589794,1.2942922149134144,2.4615068523992005,3.7812277779655843,46.39845087038915
